speaker,line,season,episode,scene_count,line_count
computerized voice,auto hat activated.,season_3,9,37,96
major monogram,that's better. sorry to be so harsh agent p but today is a very special day. your 100th battle with dr. doofenshmirtz.,season_3,9,38,98
carl,,season_3,9,38,99
major monogram,we planted hundreds of hidden cameras in evil incorporated ,season_3,9,38,100
major monogram,we've got hours of that hours. now do us proud agent p.,season_3,9,38,102
jeremy,man look at all these pet lovers.,season_3,9,42,107
candace,yeah my peeps.,season_3,9,42,108
jeremy,you ready for your bath huh boy? who loves candace? oh who's a beautiful boy? who loves candace?,season_3,9,43,110
jeremy,what do you need? what do you need? you know what you need?,season_3,9,44,112
candace,what do i need?,season_3,9,44,113
jeremy,a bath.,season_3,9,44,114
candace,oh yeah right. right. right. perry.,season_3,9,44,115
candace,what's wrong with you perry? don't you wanna get clean you dirty little... whoops! where'd he go?,season_3,9,45,117
jeremy,see he's glad you found him.,season_3,9,47,120
candace,yeah me too.,season_3,9,48,122
reynolds,it looks like the zoo's new beaver-duck has escaped.,season_3,9,49,125
doofenshmirtz,eh local news. ,season_3,9,49,126
monogram,hurry up carl. the fight's about to begin.,season_3,9,51,129
doofenshmirtz,perry the platypus!,season_3,9,51,130
doofenshmirtz,so kind of you to finally show up and demolish my wall.,season_3,9,52,132
doofenshmirtz,gotcha!,season_3,9,53,134
isabella,hey irving. did you hear? phineas and ferb are building a fun house.,season_3,9,56,139
irving,really? there used to be a lamp post there.,season_3,9,56,140
doofenshmirtz,so what am i gonna do with the least-likely-inator you ask? make my daughter obey me? make my father love me? no and double no! ...well maybe later.,season_3,9,58,143
doofenshmirtz,perry the platypus you escaped already?,season_3,9,59,146
phineas,whee! wall slide's working.,season_3,9,63,152
buford,hey dinnerbell where do you want the clown head?,season_3,9,63,153
phineas,clown room. hey isabella how's that hall of cookies coming?,season_3,9,63,154
isabella,great but i had to double the recipe.,season_3,9,63,155
phineas,hey ferb how's the basement spin?,season_3,9,63,156
doofenshmirtz,oh down on all fours! i know that fighting technique. oh yeah i'm gonna sidewalk all over you baby.,season_3,9,67,161
doofenshmirtz,...maybe repaint the kitchen.,season_3,9,69,165
major monogram,take note carl. you're watching a master agent at work. ,season_3,9,69,166
doofenshmirtz,oh yeah. oh yeah you're in for it.,season_3,9,70,168
carl,get him agent p!,season_3,9,74,175
doofenshmirtz,a fake-out eh? okay perry the platypus the claws are off now. from here on in i fight the man style!,season_3,9,75,177
doofenshmirtz,okay. i see you found the brick wall.,season_3,9,76,179
major monogram,oh the marsh maneuver. well i haven't seen one of those since 1974.,season_3,9,77,181
carl,1974? you had a perm back then.,season_3,9,78,183
major monogram,stay off the internet carl.,season_3,9,78,184
candace,here's cuteness!,season_3,9,79,186
jeremy,that little guy's just drowning in mother love.,season_3,9,79,187
doofenshmirtz,what's the matter perry the platypus? don't they feed you at the agency?,season_3,9,82,191
jeremy,wow candace you sure know your pet.,season_3,9,86,198
candace,that's me. now that we're here can i offer you a... ,season_3,9,87,201
jeremy,a fun house? man your brothers are cool.,season_3,9,88,203
candace,oh yeah. i'm sure.,season_3,9,88,204
phineas,that was some fun huh candace?,season_3,9,89,232
candace,no not fun! not fun.,season_3,9,89,233
linda,candace? boys? come help me with the groceries.,season_3,9,89,234
candace,i stand corrected. mom phineas and ferb built a giant fun house inside our house!,season_3,9,89,235
linda,i'll be right there. i just gotta get the groceries.,season_3,9,89,236
doofenshmirtz,hey wait a minute. i've been going about this all wrong. i should be zapping you with the least-likely-inator so you'll lose! but first i gotta get this sandwich out of the way.,season_3,9,91,239
doofenshmirtz,typical. i should've zapped myself.,season_3,9,94,243
candace,but mom! phineas and ferb built a... urrgh!,season_3,9,97,247
candace,why am i doing this?,season_3,9,98,249
linda,so where's this fun house?,season_3,9,98,250
phineas,candace cleaned the whole thing up before you could see it.,season_3,9,98,251
linda,you cleaned up the whole thing before i could see it?,season_3,9,98,252
candace,yes.,season_3,9,98,253
linda,well that seems unlikely.,season_3,9,98,254
ferb,yes. yes it does.,season_3,9,98,255
major monogram carl,surprise!,season_3,9,100,258
major monogram,congratulations! astounding work.,season_3,9,100,259
phineas,you know what ferb? this is gonna be the most interesting thing we've ever built.,season_3,10,1,1
ferb,and the tallest.,season_3,10,1,2
phineas,yes and the tallest.,season_3,10,1,3
ferb,and the heaviest.,season_3,10,1,4
phineas,wow we're chatty today aren't we?,season_3,10,1,5
candace,i know stace i can't believe i lost another one! i'll go out of my mind without it!,season_3,10,2,7
linda,candace i've got something for you.,season_3,10,2,8
candace,stacy i gonna have to call you back. my new phone is here. so how many apps does it run? can i play mp3s and send texts to stacy the same time? how 'bout... hey wait a minute. all this phone does is...make phone calls!,season_3,10,2,9
linda,sorry candace. you've lost four phones in four months so i got you the cheapest replacement i could find. if you lose this one it's life without a phone for candace flynn. ,season_3,10,2,10
candace,life without a phone for candace flynn? but...but that's me!,season_3,10,2,11
phineas,,season_3,10,2,12
candace,phineas and ferb will you keep... nooo!,season_3,10,2,13
contractor,hey kid where do you want me to leave these ridiculously heavy bars?,season_3,10,3,16
phineas,just set them down over there somewhere.,season_3,10,3,17
candace,not on my phone!,season_3,10,4,19
phineas,on second thought bring 'em over here.,season_3,10,4,20
contractor,sure thing kid.,season_3,10,4,21
phineas,thanks a lot.,season_3,10,5,23
contractor,no sweat kid.,season_3,10,5,24
candace,aaaahh!! it's blinking. maybe it's still okay!,season_3,10,6,26
contractor,oh hey. i need you to sign this invoice.,season_3,10,6,27
phineas,okay. and here...you go.,season_3,10,7,29
contractor,thanks kid.,season_3,10,7,30
contractor,oh forgot my pen.,season_3,10,8,32
phineas,here you go.,season_3,10,9,34
contractor,thanks kid.,season_3,10,9,35
contractor,it had a cap.,season_3,10,10,37
phineas,oh sorry.,season_3,10,10,38
contractor,take it easy kid.,season_3,10,10,39
candace,hello? hello? can anyone hear me?,season_3,10,11,41
phineas,i can hear you candace.,season_3,10,11,42
candace,oh great it still works. ,season_3,10,11,43
phineas,oh no is that your new cell phone?,season_3,10,11,44
candace,it used to be. wait a second. you guys are good with wires and gadgets and stuff. can you fix it?,season_3,10,11,45
phineas,well it took almost forty years to perfect the technology that makes the modern cell phone possible. so...give us thirty-eight minutes. ferb i know what we're gonna do today before we do the other thing that we were gonna do today. hey where's perry?,season_3,10,11,46
major monogram,carl!,season_3,10,13,49
carl,what?,season_3,10,13,50
major monogram,look i'm getting messages from some diabolically clever hacker who goes by the sinister initials ttyl.,season_3,10,13,51
carl,sir that means talk to you later. if you scroll down you can see that message was from me.,season_3,10,13,52
major monogram,oh oh i see. that's uh very clever.,season_3,10,13,53
carl,sir rotfl means...,season_3,10,14,56
major monogram,not now carl. i'm briefing agent p. ,season_3,10,14,57
carl,it means your thumb is on the q-key sir.,season_3,10,14,59
doofenshmirtz,sheesh. maybe i could build some sort of inator that would pick her up for me!,season_3,10,14,61
isabella,hey phineas; whatcha doin'?,season_3,10,16,64
phineas,we made candace the best phone ever! what we've done here is revolutionized modern technology. we put all kinds of cool features on it. my favorite is the voice-activated phone transporter app. show 'em ferb.,season_3,10,16,65
isabella,sure phineas. ,season_3,10,16,67
buford,she's gone. let's talk about her.,season_3,10,16,68
baljeet,focus buford.,season_3,10,16,69
isabella,ready spaghetti!,season_3,10,16,70
phineas,go to isabella.,season_3,10,16,71
cell phone,isabella located.,season_3,10,16,72
isabella,hey phineas. whatcha doin'?,season_3,10,17,74
phineas,i'm transporting. go to garage.,season_3,10,17,75
cell phone,garage located.,season_3,10,17,76
isabella,dang it!,season_3,10,18,78
buford,so then phineas was all like... i'll finish my story later.,season_3,10,18,79
phineas,and that's how it works.,season_3,10,18,80
candace,okay phineas. thirty-eight minutes is up.,season_3,10,18,81
phineas,but candace you really should see our interactive tutorial.,season_3,10,18,82
candace,the only thing that i wanna see is you later.,season_3,10,18,83
phineas,that was the rim shot app. are you sure you don't wanna watch the tutorial?,season_3,10,18,85
candace,i'm a teenage girl. nobody has to teach me how to use a cell phone. now if you'll excuse me me and little phonsie-wonsie have to make up for lost time. okay? yeah we do.,season_3,10,18,86
phineas,o-kaay. let's get back to what we were doing before.,season_3,10,18,87
buford,when we get there let's talk about candace.,season_3,10,18,88
doofenshmirtz,man it's dark down here. hey! it's norm's old head the original prototype! i wonder if it still works.,season_3,10,19,91
old norm head,oh great look who's here. it's dr. doof-degree-purchased-on-the-internet-with-my-wife's-money-enshmirtz.,season_3,10,19,92
doofenshmirtz,well i must say it's good to hear your voice again too after so long! i just came down here to get some parts for my new -inator.,season_3,10,19,93
old norm head,hey take me with you. i haven't seen you blow yourself up for a long time.,season_3,10,19,94
doofenshmirtz,all right mr. smarty-pants. come on let's go.,season_3,10,19,95
old norm head,hey on the way let's swing by the store and get you some deodorant.,season_3,10,19,96
doofenshmirtz,quiet you.,season_3,10,19,97
candace,yeah so like then i like had to go 38 minutes without a phone and i was like you guys better fix it or else! and they were like candace you're the best big sister we've ever had! and i was like yeah. and they were like wooaheeehh!,season_3,10,22,101
stacy,candace i'd love to hear more and i'm sure i will but right now i'm trying to finish this documentary on easter island. man i wish i could go.,season_3,10,22,102
candace,why would you ever want to go to easter island?,season_3,10,22,103
cell phone,easter island located.,season_3,10,22,104
candace,stacy what happened to your voice? oh how did i get here? phineas and feeerb!,season_3,10,22,105
doofenshmirtz,i've really got to hand it to myself norm's old head. i'm a genius!,season_3,10,24,108
old norm head,ohh is that what you see? 'cause i'm looking at a lab coat filled with doonkleberries on top of which someone has strategically placed a cabbage.,season_3,10,24,109
doofenshmirtz,this is my new -inator. i call it the pick-'em-up inator.,season_3,10,24,110
old norm head,hm-mm; so what's this one do and where can i hide when it doesn't do it and blows up?,season_3,10,24,111
doofenshmirtz,all i have to do is enter the coordinates and launch. ,season_3,10,24,112
vanessa,ugh. i should've known dad would be late. oh sweet i'm home. never mind unknown rocket-helmet-transportation thing!,season_3,10,25,114
doofenshmirtz,hey look old norm head. it worked. it functioned properly! vanessa's all picked up and taken home with three minutes to spare.,season_3,10,25,115
old norm head,that's great. we can spend the rest of the day working on your personality. hey this time let's try to bump to a c minus.,season_3,10,25,116
doofenshmirtz,you know i'm starting to remember why i replaced you and put you in storage.,season_3,10,25,117
candace,easter island? who makes an app that sends people in easter island? aaaah! oh that was close. talk about a cliffhanger.,season_3,10,29,148
doofenshmirtz,can i get you a sports drink perry the platypus? no? all right. suit yourself. say as long as you're tied up i'll tell you the evil plan i just thought of while we were working out. see i figured my pick-'em-up-inator works so well; i could mass produce them and pick up everyone in the tri-state area! then they would have to do what i tell them. man what is in this stuff?,season_3,10,32,152
candace,okay bird! you better give me my phone or i'm gonna rock you to sleep...with a real rock!,season_3,10,34,155
carl,yes? what is it agent t? oh no that's candace flynn of the flynn-fletcher family.,season_3,10,35,158
candace,phineas! aaaaah!,season_3,10,35,159
carl,i better notify agent p. good work agent t.,season_3,10,35,160
doofenshmirtz,glycerol glycerol ester of rosin yellow 15. i guess they had 14 other yellows.,season_3,10,37,163
doofenshmirtz,sucrose acetate isobut.,season_3,10,38,165
old norm head,hey perry the platypus could you do me a favor and leave that remote here?,season_3,10,40,169
doofenshmirtz,urgh. there i'm better. hey. perry the platypus that's it? you're just gonna thwart and run?,season_3,10,40,170
candace,oh give me the phone bird! aaaaahhh!,season_3,10,43,175
phineas,well you were right ferb. the most interesting thing we ever built was very tall and very heavy. and the guy from the museum seemed very appreciative.,season_3,10,44,179
ferb,i still can't believe it fit in his truck.,season_3,10,44,180
candace,aaaaaahhh! ,season_3,10,44,181
phineas,hey candace. buford was just talking about you.,season_3,10,44,182
candace,you guys are soooo busted! i'm calling mom right now. oh no. i don't have the phone! that's mom! when she finds out i lost it my life is ruined!,season_3,10,44,183
phineas,relax candace. we made two just in case.,season_3,10,44,184
candace,you did that for me?,season_3,10,44,185
phineas,well sure.,season_3,10,44,186
candace,thank you. you do realize i'm still gonna have to bust you for making me go to timbuktu?,season_3,10,44,187
cell phone,timbuktu located.,season_3,10,44,188
candace,meap. ,season_3,10,44,189
phineas,she's gonna miss pie.,season_3,10,44,190
candace,phineas and feeeerb!,season_3,10,45,192
old norm head,finally a place where a head can be a head. when's the bunny get here with all the eggs? huh? yeah easter island? huh? huh? oh man where's the bird with the rim shot app when you need him.,season_3,10,47,195
lawrence,boys! boys! come quick!,season_3,11,2,8
phineas,what is it dad?,season_3,11,2,9
lawrence,it's the new digitally remastered third series of pinhead pierre! only the best series ever and my most favorite show ever. that's all.,season_3,11,2,10
phineas,you had us at come quick.,season_3,11,2,11
pinhead pierre,hi kids! kids sometimes when your head is this small you just want to get away for a bit. you know escape from all the laughing and pointing. whenever i feel like that you know what i do? magic carpet ride! roll out your official pinhead pierre rugs kids!,season_3,11,2,12
lawrence,right-o! we're about to take off on the ride of a lifetime!,season_3,11,2,13
pinhead pierre,what's the magic word?,season_3,11,2,14
lawrence,streptococcus!,season_3,11,2,15
pinhead pierre,whoa! whoa! we're flying!,season_3,11,2,16
lawrence,here we go boys!,season_3,11,2,17
pinhead pierre,and look out below! it's paris. there's the arc de triomphe and the eiffel tower! and there's the colosseum?! what's that doing here?!,season_3,11,2,18
linda,lawrence can you look at these tile samples with me? i want to re-do the living room.,season_3,11,2,19
lawrence,oh well i suppose it wasn't quite as thrilling as i remember. carry on boys.,season_3,11,2,20
phineas,ferb i know what we're gonna do today! hey where's perry?,season_3,11,2,21
major monogram,coffee! so uh go and uh you know do the thing that thing... sorry. i'm just no good until i have that first mug o' joe.,season_3,11,4,24
candace,i try and i try and i try and i try but no matter what i do things never work out like i planned! maybe if i knew how things were gonna turn out i could plan for that and then do the right stuff! i know. i know. that doesn't make any sense does it?,season_3,11,7,28
stacy,you said it sister. have a cookie. ,season_3,11,7,29
candace,let's see. somebody close to you will take a trip. boy i hope they take me with them.,season_3,11,7,30
waiter,i'm okay!,season_3,11,7,31
candace,ha ha! that was great. what a dumb coincidence. let's try another. you'll know the truth when it hits you. ok boring.,season_3,11,7,32
stacy,oh no girl. you are not--,season_3,11,8,34
candace,let the wisest among you light the way. there! a light bulb! and an old guy!,season_3,11,8,35
stacy,but candace you jus--,season_3,11,8,37
candace,no stacy. it's real. these cookies know what's going to happen next! i can use them to bust my brothers!,season_3,11,8,38
stacy,candace!,season_3,11,9,41
worker,hey! those cost a tenth of a cent a piece! so enjoy them in good health i guess.,season_3,11,9,42
lawrence,well another interior design crisis averted.,season_3,11,10,44
phineas,have a seat dad.,season_3,11,10,45
lawrence,what some new video game then?,season_3,11,10,46
phineas,you'll see. voice ignition system: active. micro-filament omnidirectional jet grid: active. anti-gravity quantum-state lift discs: active. we have lift-off in 4 3 2 1. ,season_3,11,10,47
lawrence,has the entire second floor always opened up like this?,season_3,11,10,48
phineas,we don't use it very often but yeah.,season_3,11,10,49
lawrence,well nostalgia's got nothing on this!,season_3,11,10,50
doofenshmirtz,ah perry the platypus. just in time. our flight is about to leave. behold the stain-inator! what's it for you ask? i'll tell you on the way.,season_3,11,12,53
doofenshmirtz,it began in gimmelshtump when i was a callow youth yearning for a career in fine art.,season_3,11,13,55
doofenshmirtz,but today i will finally get my revenge! you see my brother the honorable mayor roger doofenshmirtz will be unveiling a new piece of art for the lobby of city hall. hence the stain-inator hence revenge hence uh... no more hencing. that's about it.,season_3,11,18,65
lawrence,i say boys you can barely feel the road! it corners like a dream! pinhead pierre eat your heart out!,season_3,11,20,68
phineas,what do you say we take the gang for a spin?,season_3,11,20,69
isabella,,season_3,11,21,71
lawrence,ah thank you boys this was lovely.,season_3,11,23,97
ferb,and does anyone else want to be king of the world?,season_3,11,23,98
phineas,ah keep it bro. it suits you.,season_3,11,23,99
candace,okay. here we go. you choose the path that few others dare travel. done and done. come on stace! follow me! ,season_3,11,24,101
stacy,really candace? what to you hope to accomplish by this?,season_3,11,24,102
candace,everything! don't you see? all the problems in my life can be solved through concrete knowledge of the future!,season_3,11,25,104
stacy,right; as you create a whole new set of problems.,season_3,11,26,106
candace,oh stop being so close-minded. for instance what's my biggest problem?,season_3,11,26,107
stacy,you believe fortune cookies are real?,season_3,11,26,108
candace,i mean besides that.,season_3,11,26,109
stacy,you're totally obsessed with busting your brothers!,season_3,11,26,110
candace,exactly! and with infallible fortune cookie guidance i can accomplish that easily. watch. if something seems fishy maybe it's a fish!,season_3,11,26,111
stacy,genius.,season_3,11,26,112
fish seller,hey all catch it now! fresh fish! fresh fish!,season_3,11,26,113
candace,what do you have to say now doubty mcnonbelief?,season_3,11,26,114
stacy,why am i suddenly irish?,season_3,11,26,115
candace,to the fish market!,season_3,11,26,116
candace,excuse me have you guys seen two little... ,season_3,11,27,118
stacy,ew! gross!,season_3,11,27,119
candace,gross... but foretold stacy. preordained! what's next? what's next?!,season_3,11,28,121
stacy,better be something about soap.,season_3,11,28,122
candace,one man's trash is another man's treasure. to the dumpster!,season_3,11,28,123
candace,success starts at home. finally! it's go time! to the backyard!,season_3,11,29,125
stacy,it gets hard to watch.,season_3,11,29,126
doofenshmirtz,boy it's just gorgeous out huh? a perfect day for ruining a city hall lobby art dedication. you know if you're into that kind of thing. which i am!,season_3,11,31,129
woman,thank you!,season_3,11,34,135
doofenshmirtz,i'm sure if i thought about it i could come up with some emotionally-scarring back-stories that are more outdoors-y... aouagh!,season_3,11,35,137
psychiatrist,what does this look like to you?,season_3,11,37,140
patient,that.,season_3,11,38,142
man,well it's great to finally meet you in... ah... chperson! so when can i see you again?,season_3,11,40,145
doofenshmirtz,wow not only does this thing work it has a sense of irony! ow!... aaaaahhhhhh!,season_3,11,41,147
roger,thank you friends and welcome.,season_3,11,42,149
doofenshmirtz,right on time.,season_3,11,42,150
roger,it fills me with great pride to contribute today to the cultural enrichment of the tri-state area. i've always been a great lover of the arts.,season_3,11,42,151
doofenshmirtz,liar liar pants on fire. there. auto-fire in 30 seconds. nothing can stop it now.,season_3,11,42,152
roger,you see the greatest painting i ever saw was made by my brother heinz.,season_3,11,42,153
doofenshmirtz,you'd better believe it! art killer.,season_3,11,42,154
roger,and i in an extraordinary act of clumsiness destroyed it denying him the accolades he so greatly deserved.,season_3,11,42,155
doofenshmirtz,and here comes the payback...!,season_3,11,42,156
roger,and that's why i've spent the last two decades restoring it to its former glory.,season_3,11,42,157
doofenshmirtz,what? huh what? no no! no no! no no no no no no... oh noooooo!!!!,season_3,11,42,158
roger,ladies and gentlemen ,season_3,11,42,159
doofenshmirtz,noooooooooohoohoohooooo...,season_3,11,42,160
roger,well that was 20 years well-spent. melanie what's my next appointment?,season_3,11,42,161
doofenshmirtz,go ahead perry the platypus. i don't care anymore.,season_3,11,43,163
candace,gotta get home gotta get home... there they are!,season_3,11,46,167
candace,fate is kind.,season_3,11,46,169
doofenshmirtz,behold this you stupid... ,season_3,11,48,172
candace,hee hee hee hee hee hee...,season_3,11,50,175
phineas,did anyone else feel a drop?,season_3,11,51,177
candace,mom! mom! mom!,season_3,11,51,178
linda,hi candace. that's a nice look for you.,season_3,11,51,179
linda,a new living room carpet! oh that's much better than tile. how lovely!,season_3,11,51,181
candace,bubububububu...,season_3,11,51,182
linda,you surprised me lawrence. i thought you were gonna sit in front of this tv all day.,season_3,11,51,183
lawrence,i... did!,season_3,11,51,184
linda,oh you. i think this calls for a celebration. who wants chinese?,season_3,11,51,185
phineas ferb buford baljeet isabella,me!,season_3,11,51,186
buford,me!,season_3,11,51,187
lawrence,i do!,season_3,11,51,188
stacy,you okay kiddo?,season_3,11,52,190
candace,i don't get it! these things have been right about everything. i mean look!,season_3,11,52,191
stacy,don't believe everything you read. words to live by.,season_3,11,53,193
stacy,i'm coming as fast as i can candace! i'm at your house. now what kind of emergency are we dealing with? a parent emergency? a phineas and ferb emergency? oh my--,season_3,12,1,1
candace,ahhhh-ha-ha! ahhhh!,season_3,12,1,2
stacy,a hair emergency: the worst kind! this is awful! how did--? wait what are these 4 long streads and look at this shaved areal! what's that all about? is this a rolled-up sock? candace who did this to you?,season_3,12,1,3
candace,stacy it was me i did it to myself.,season_3,12,1,4
stacy,why?,season_3,12,1,5
candace,jeremy's mom is hosting a benefit for endangered animals this afternoon and i wanted a new look!,season_3,12,1,6
stacy,so you want your hair to look like an endangered species?,season_3,12,1,7
candace,no there are all these how-to videos online. they make it look so easy.,season_3,12,1,8
lady in video,just brush it up toss your head back and viola! it's simplicious.,season_3,12,1,9
candace,it's not simplicious! it's hard-plicious!,season_3,12,1,10
stacy,candace take it easy.,season_3,12,1,11
candace,look at me! a tragic victim of internet hair stylists!,season_3,12,1,12
stacy,sorry i don't think there's anything i can do but there are a couple of guys who could...,season_3,12,1,13
candace,no no way!,season_3,12,1,14
stacy,uh are these chopsticks?,season_3,12,1,15
candace,ugh all right. phineas and ferrrb?!,season_3,12,1,16
phineas,what do you think? we been working on our spit takes all morning.,season_3,12,2,18
candace,yeah yeah you're hilarious. listen i need you two to get me out of this situation.,season_3,12,2,19
phineas,why? your hair is simplicious!,season_3,12,2,20
ferb,have you tried tossing your head back?,season_3,12,2,21
candace,look i don't have time to explain. just get me back to the way i was.,season_3,12,2,22
phineas,okay; yeah but i think you're making a mistake.,season_3,12,2,23
stacy,hey where's perry? what i'm like the only person who's never said it.,season_3,12,2,24
major monogram,good afternoon agent p. for the past few days our motion sensors have detected dr. doofenshmirtz rummaging around in his basement. so last night we had carl stake down there behind his water heater.,season_3,12,4,27
carl,it was horrible down there!,season_3,12,4,28
major monogram,carl!,season_3,12,4,29
carl,i saw a rat give birth... to a snail!,season_3,12,4,30
major monogram,just tell him about doofenshmirtz.,season_3,12,4,31
carl,doofenshmirtz kept coming down and grabbing pieces of his old inators from cardboard boxes. oh no brown recluse spider's favor dwelling in cardboard boxes! get it off! get it off!,season_3,12,4,32
major monogram,get out there and find out what doof is up to. seriously carl? what a baby.,season_3,12,4,33
carl,i think it laid eggs in my ear!,season_3,12,4,34
phineas,so by combining ultra-violet and infrared waves together with follicle stimulation properties not only does it style your hair but it stimulates and accelerates new hair growth! so that should take care of that little shaved area. what's that all about?,season_3,12,6,37
stacy,don't get me started.,season_3,12,6,38
phineas,all you have to do is sit there for thirty minutes on setting five and you're good to go.,season_3,12,6,39
candace,yeah yeah tick-tock.,season_3,12,6,40
phineas,start her up ferb. remember thirty minutes on setting five.,season_3,12,6,41
candace,thanks guys!,season_3,12,6,42
stacy,what was that?,season_3,12,7,44
candace,oh i changed my ringtone. that's a tangerine orangutan. endangered animals! ten minutes! stacy crank this thing up. if it takes a half an hour on five it should do the trick in ten seconds on twenty.,season_3,12,7,45
stacy,i don't know candace maybe you shouldn't mess with-,season_3,12,7,46
candace,yeah yeah yeah it'll be fine.,season_3,12,7,47
stacy,ok.,season_3,12,7,48
candace,besides stacy they wouldn't put a twenty on it if it weren't meant to be used right?,season_3,12,8,50
stacy,well...i guess so.,season_3,12,8,51
candace,oh my ten seconds are up! well how does it look?,season_3,12,8,52
stacy,i can't believe it! it's perfect!,season_3,12,8,53
candace,told you it'd be fine.,season_3,12,8,54
candace,ooh now help me find something cute to wear.,season_3,12,9,56
doofenshmirtz,ah perry the platypus i don't like your tone. behold...i give you...the very very bad-inator!,season_3,12,11,59
doofenshmirtz,it's made up of only the most evil parts of my old inators cobbled together without any rhyme or reason. my plan is to load it on my floating platform take it high above the tri-state area and you know turn it on and see what it does. ooh i got a chill!,season_3,12,12,61
candace,wow nice turnout.,season_3,12,14,64
jeremy,yeah.,season_3,12,14,65
candace,hey there's your mom.,season_3,12,14,66
mrs. johnson,there you two are! don't you look nice candace.,season_3,12,14,67
candace,oh thanks mrs. johnson.,season_3,12,14,68
mrs. johnson,come on i'll show you where we're sitting. we have a very good turn out this year many of danville's top zoologists are here.,season_3,12,14,69
scientist #2,i bet i'll have more species named after me than you do care to make a wager?,season_3,12,15,71
scientist #1,no.,season_3,12,15,72
scientist #2,why not?,season_3,12,15,73
scientist #1,because your last name is pithicus.,season_3,12,15,74
scientist #2,,season_3,12,15,75
mrs. johnson,the money that this banquet raises will go a long way to facilitate solutions for the problems these poor animals face.,season_3,12,15,76
candace,great!,season_3,12,16,78
jeremy,uh candace i think you've got a little food or something on your lip.,season_3,12,16,79
candace,,season_3,12,16,80
candace,phineas.,season_3,12,16,81
phineas,oh hi candace. you turned it up to twenty? so what happened?,season_3,12,16,82
candace,,season_3,12,16,83
phineas,no way! that is so cool.,season_3,12,16,84
candace,,season_3,12,16,85
phineas,ok i'll see what we can do. mom may ferb and i be excused? candace needs help with her hair.,season_3,12,16,86
linda,so you guys are hair stylists now?,season_3,12,16,87
phineas,apparently.,season_3,12,16,88
linda,so what would you do with my hair?,season_3,12,16,89
phineas,nothing it's perfect the way it is.,season_3,12,16,90
linda,wow you are good.,season_3,12,16,91
phineas,girlfriend please.,season_3,12,16,92
doofenshmirtz,i'm just messing with ya.,season_3,12,17,94
jeremy,candace! candace? now where'd she go?,season_3,12,18,96
candace,i gotta find a better place to hide. ,season_3,12,18,97
old man,ooohhhh.,season_3,12,18,98
old lady,oh stop it.,season_3,12,18,99
old man,you've lost your joie de vivre.,season_3,12,18,100
scientist #1,wow this thing keeps getting weirder every year!,season_3,12,19,102
professor jones,it is wonderful to see such a fine turnout- aaah!,season_3,12,19,103
candace,aah!,season_3,12,20,105
scientist #2,ladies and gentlemen welcome to tonight's lecture!,season_3,12,20,106
jeremy,where did she go?,season_3,12,20,107
scientist #2,won't you all please help welcome...,season_3,12,20,108
candace,oh no!,season_3,12,20,109
scientist #2,professor herbert fordsworth weatherman jones!,season_3,12,20,110
jeremy,uh...,season_3,12,21,112
mrs. johnson,that's not professor herbert fordsworth weatherman jones that's the rare tangerine orangutan! we have to capture it and return it to the wild. stand back everyone i have an associate's degree in zoology i got this.,season_3,12,21,113
candace,oh no! jeremy's mother! she can't see me like this!,season_3,12,21,114
mrs. johnson,don't run away! i mean you no harm!,season_3,12,22,116
candace,,season_3,12,22,117
mrs. johnson,no no no! don't go up there don't go up on the roof! jeremy would you do me a favor and call animal control please?,season_3,12,22,118
jeremy,sure thing mom.,season_3,12,22,119
phineas,hey ferb look up there! that's candace on the roof. and i was worried this function would be dull. ,season_3,12,23,121
candace,phineas help! jeremy's mom thinks i'm an orangutan and is trying to return me to the wild!,season_3,12,23,122
phineas,ok hang tight. we brought the hair remover.,season_3,12,23,123
doofenshmirtz,this looks like the perfect spot to fire up the really bad-inator. baby carrots some grapes and a- ooh peanut butter! ooh and some honey! see perry the platypus most people like peanut butter and jelly sandwiches but i really prefer peanut butter and honey.,season_3,12,25,126
phineas,very few people know that myron's discus thrower was made with real ancient disc-throwing action.,season_3,12,28,130
phineas,hang on ferb! wwwweeeee!,season_3,12,29,132
phineas,candace? ferb and i made a sonic oscillator. this baby'll blow the hair of a peach at ninety yards.,season_3,12,30,134
candace,great get this hair off of me.,season_3,12,30,135
mrs. johnson,yoohoo! little friend where did you go?,season_3,12,30,136
phineas,come on ferb.,season_3,12,30,137
mrs. johnson,i see you!,season_3,12,31,139
animal control guy,animal control. you got a monkey that needs tranquilizing?,season_3,12,31,140
mrs. johnson,that is not a monkey it's the very rare tangerine orangutan.,season_3,12,31,141
animal control guy,,season_3,12,31,142
candace,aah!,season_3,12,31,143
animal control guy,,season_3,12,32,145
doofenshmirtz,ooh yes. peanut butter and honey sandwiches. the trick is the honey and you get to use one of these weird honey-spoony things.,season_3,12,34,148
doofenshmirtz,perry the playtpus did you just say gungalingdung?,season_3,12,35,150
doofenshmirtz,aww great! now i'm sticky. aww no and this was my last clean lab coat too. ugh it's on now!,season_3,12,36,152
doofenshmirtz,hey! hey hey! what are you doing? ooh i get. payback. very funny perry the platypus. you're very mature.,season_3,12,37,154
mrs. johnson,thank you for purchasing the hanson 3000 family friendly tranquidart air-contrast delivery system there are many like it but this one is yours.,season_3,12,38,156
candace,phineas hurry while she's distracted!,season_3,12,38,157
phineas,alright candace.,season_3,12,38,158
candace,hey it worked!,season_3,12,39,160
